outlet,date,headline,url,summary,predicted_label,predicted_confidence,predicted_probs,model_version,label,labelled_by,labelled_at,cluster_id
Kurir,2026-09-15,"""STUDENTSKA LISTA"" JE NAJVEĆA PREVARA U ISTORIJI SRBIJE! Ana Brnabić o odbijanju da izađu na debatu s Vučićem: Za to hrabrosti nema",https://www.kurir.rs/vesti/politika/10105577/brnabic-o-odbijanju-predstavnika-tzv-studentske-liste-da-izadju-na-duel-s-vucicem,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-15,"""BIO JE AGRESIVAN, PRAVIO HAOS, POZVALI SU POLICIJU"" Obrknežev otkriva pravo lice Ilije Srdanovića: ""Sramota me da ponovim šta je govorio starijim ljudima""",https://www.kurir.rs/vesti/politika/10105507/obrknezev-otkriva-pravo-lice-srdanovica,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-15,"DOSAD SE PRIJAVILO 1.650.000 GRAĐANA Mali: Naredne nedelje kreće isplata 6.000 dinara - evo ko dobija novac automatski, a ko mora da se prijavi",https://www.kurir.rs/vesti/politika/10105568/isplata-6-000-dinara-naredne-nedelje-sinisa-mali-objasnio-detalje-i-prijavu,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-15,"KO JE RASTURIO KOALICIJU ĆUTE, ALEKSIĆA I PARANDILOVIĆA? Jasno je čija je ""nevidljiva ruka"" iza toga ZAMISLITE TOTALITARIZAM KAD BI SE STUDENTI DOČEPALI VLASTI",https://www.kurir.rs/vesti/politika/10105537/koalicija-cute-aleksica-i-parandilovica-pukla-pod-pritiskom-tzv-studentske-liste,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-15,"""LAŽNA AFERA 'ZVUČNI TOP' SLUŽILA DA SE VUČIĆ POLITIČKI UBIJE"" Specijalna emisija razbila blokaderske laži: Država došla do dokaza ko je i kako to plasirao",https://www.kurir.rs/vesti/politika/10105534/lazna-afera-o-zvucnom-topu-specijalna-emisija-na-tv-pink,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-15,"SIMBOL SLOBODE S KALEMEGDANA PORAŽEN NA BLOKIRANOJ ULICI! Kako su blokaderi ponizili Pobednika i pretvorili ga u ranjenog, tužnog nosača kutije",https://www.kurir.rs/vesti/politika/10105379/blokaderi-pobednik-studentska-lista,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-15,"SRDANOVIĆ ODBIO VUČIĆEV POZIV NA DUEL, PREDSEDNIK GA RASTURIO: A samo sam hteo da sučelimo mišljenja i ideje - NISU SMELI (VIDEO)",https://www.kurir.rs/vesti/politika/10105473/aleksandar-vucic-o-iliji-srdanovicu,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-15,VUČIĆ SUTRA S VUDRAFOM: Predsednik Srbije sastaće se sa komandantom Nacionalne garde Ohaja,https://www.kurir.rs/vesti/politika/10105462/vucic-sutra-sa-komandantom-nacionalne-garde-ohaja-metjuom-vudrafom,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-15,"SRPSKE TROBOJKE PREPLAVILE BEOGRAD! Praznik slobode i jedinstva u znaku jasne poruke: Srbija gradi i ide napred, podele je neće zaustaviti! (FOTO)",https://www.kurir.rs/vesti/politika/10105459/dan-srpskog-jedinstva-slobode-i-nacionalne-zastave-beograda-u-znaku-trobojke,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-15,"""MOSTOVI SU SIMBOL POVEZIVANJA, A NE BLOKADA I MRŽNJE"" Vučević sa studentom Balaćem obišao radove u Novom Sadu pa poslao moćnu poruku (VIDEO)",https://www.kurir.rs/vesti/politika/10104868/vucevic-u-novom-sadu-novi-mostovi-spajaju-ljude-ne-razdvajaju,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-15,PICULA I BARTULICA SNAŽNIJE NEGO IKAD PODRŽALI STUDENTSKU LISTU Brnabić im žestoko odbrusila: Neće nam naređivati oni koji slave genocid - neće dok se mi pitamo,https://www.kurir.rs/vesti/politika/10105439/ana-brnabic-o-stranim-pritiscima-na-srbiju-odgovorila-piculi,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-15,"""UZ NAROD, UZ SRBIJU!"" Đerlek razgovarao sa meštanima sela Belosavca: Kosovo i Metohija su Srbija i od toga nikada nećemo odustati",https://www.kurir.rs/vesti/politika/10105435/mirsad-djerlek-u-selu-belosavci,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-15,"VUČIĆ USKORO KREĆE U OBILAZAK SRBIJE U KAMP KUĆICI Razgovor sa ljudima najveći prioritet! ""Ići ću u najudaljenija sela, svaki grad da posetim"" VIDEO",https://www.kurir.rs/vesti/politika/10105410/vucic-krece-u-obilazak-srbije-u-kamp-kucici,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-15,"SVE O POŠTENJU I INTEGRITETU KUMOVA: Kako su Poledica i Jolović vodili Sindikat dok su se nizala hapšenja, falsifikati i TRAGEDIJE! (FOTO)",https://www.kurir.rs/vesti/politika/10105402/mirko-poledica-i-nikola-jolovic-skandali-i-hapsenja-u-sindikatu-nezavisnost,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-15,SDP PREDALA LISTU ZA PARLAMENTARNE IZBORE: Od osnivača zatraženo da Rasim Ljajić bude nosilac liste,https://www.kurir.rs/vesti/politika/10104705/sdp-predala-listu-za-parlamentarne-izbore-nosilac-rasim-ljajic,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-15,SVI ĆUTINI PRINCIPI PADOŠE U VODU! Pogazio sve što je pričao - evo kako je govorio dok nije PRELETEO (VIDEO),https://www.kurir.rs/vesti/politika/10105394/cutini-principi-padose-u-vodu,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-15,"OVO SU TA ""NOVA LICA"" BLOKADERA? Najavljivali umne glave i ljude van sistema, a na listu stavili bivšu radnicu MINISTARSTVA! (VIDEO)",https://www.kurir.rs/vesti/politika/10105386/studentska-lista-blokadera-dragana-djordjevic-i-nova-lica-na-politickoj-sceni,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-15,"KO JE SRDANOVIĆ, NOSILAC STUDENTSKE LISTE Bio u SNS pa se naljutio kad je izvisio za funkciju! Bahatio se, kršio radnu obavezu! I takvi treba da vode Srbiju?",https://www.kurir.rs/vesti/politika/10105383/ilija-srdanovic-kontroverzni-lekar-i-politicki-aktivista,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-15,"NAJSTARIJA POLITIČKA PREVARA! Kako je moguće da je ""studentska lista"" starija od Vučićeve za ČAK 1.750 GODINA?! Kao u onom vicu - sve se može kad lažeš",https://www.kurir.rs/vesti/politika/10104977/studentska-lista-nastarija-politicka-prevara,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-15,"""PROŠLE GODINE IZGUBILI SMO 12.000 DIPLOMA"" Stručnjaci za Kurir: Za blokadere nije opcija da budu konstruktivna opozicija",https://www.kurir.rs/vesti/politika/10105321/kako-blokaderi-nazaduju-drustvo-u-srbiji,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-15,"""JEDINSTVO SE DOKAZUJE DELIMA I BRIGOM O SVAKOM ČOVEKU"" Vučević sa meštanima Niške Banje i Svrljiga: Nijedno mesto u Srbiji nije zaboravljeno!",https://www.kurir.rs/vesti/politika/10105326/milos-vucevic-sa-mestanima-niske-banje-i-svrljiga,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-15,"""LISTA IM JE PUNA LJUDI BLISKIH SA DARKOM GLIŠIĆEM, TU JE I ĆERKA POSLANIKA PUPS-a"" Jovanov o studentskoj listi nakon saznanja da je na njoj i članica SNS",https://www.kurir.rs/vesti/politika/10105259/milenko-jovanov-se-oglasio-nakon-saznanja-da-je-na-studentskoj-listi-clanica-sns,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-15,"KAKO MALI PERICA ZAMIŠLJA DRŽAVU! Program ""studentske liste"" prepisan iz bajke: Obećavaju sve, ne objašnjavaju ništa, sve će biti bolje, a kako - NEMAJU POJMA!",https://www.kurir.rs/vesti/politika/10105228/program-studentske-liste-bajka-spisak-zelja-pusta-obecanja,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-15,"""VELIKI I VAŽAN KORAK ZA SRBIJU I REGION"" Đurđević Stamenkovski i Tamara Vučić otvorile Institut za rani razvoj deteta i inkluziju na Bežanijskoj kosi (FOTO)",https://www.kurir.rs/vesti/politika/10105211/djurdjevic-stamenkovski-i-tamara-vucic-otvorile-institu-za-rani-razvoj-deteta-i-inkluziju,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-15,"ZABORAVILI PAPIR, A HTELI BI DA VODE DRŽAVU? Stručnjaci o blokaderima nakon predaje liste: ""Jasan je upliv stranog novca kako bi sproveli obojenu revoluciju""",https://www.kurir.rs/vesti/politika/10105075/aleksandra-stanisaljevic-i-dejan-lisica-blokaderska-lista-nema-plan-za-drzavu,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-15,BLOKADERI DOBIJAJU NAREĐENJA DA VREĐAJU: Stručnjaci za Kurir otkrivaju ko stoji iza profila koji seju mržnju na mrežama i kako da otkrijete identitet botova,https://www.kurir.rs/vesti/politika/10104860/drustvene-mreze-su-postale-epicentar-politickih-sukoba,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-15,"NA ŠANGAJSKOJ LISTI BEZ DRUŠTVENIH NAUKA - BAŠ TAMO GDE SU BILE NAJŽEŠĆE BLOKADE! Šta je to ako ne dokaz da su blokaderi - od rektora do ""studenata"" - KRIVCI",https://www.kurir.rs/vesti/politika/10105128/dokaz-da-su-blokaderi-krivi-za-pad-bg-univerziteta-na-sangajskoj-listi,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-15,"""MOŽDA NE BI TREBALO NIKOME DA DRŽI PREDAVANJA O PROTOKOLU"" Starović poklopio Konakovića nakon zabrane preleta Macutu: Zahtev predat znatno pre istoka roka!",https://www.kurir.rs/vesti/politika/10105123/starovic-poklopio-konakovica,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-15,"I ĆUTA POKLEKNUO POD PRITISKOM BLOKADERA - NE IDE NA IZBORE! Koalicija ""Narodna Srbija"" se raspala pre nego što je i nastala! Miroslav Aleksić ostao sam",https://www.kurir.rs/vesti/politika/10105066/ekoloski-ustanak-ne-izlazi-na-izbore,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-15,ČOVEK KOJI TUČE ŽENE PRVI NA TZV. STUDENTSKOJ LISTI: Ilija Srdanović štampačem gađao koleginice?!,https://www.kurir.rs/vesti/politika/10104802/ilija-srdanovic-nasilje-i-skandali-prvog-na-studentskoj-listi,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-15,"BLOKADERI SE SMEJU DOK PREBROJAVU UMRLICE - ""JEDAN GLAS MANJE ZA VUČIĆA""! Horor snimak kruži mrežama: Raduju se tuđoj smrti kao političkom poenu",https://www.kurir.rs/vesti/politika/10105032/blokaderi-se-smeju-dok-prebrojavaju-umrlice,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-15,PREDSEDNIK VUČIĆ Danas smo se okupili da proslavimo naše uskrsnuće i našu slobodu! Odlikovani vatrogasci koji su se lavovski borili u Deliblatskoj peščari!,https://www.kurir.rs/vesti/politika/10104848/aleksandar-vucic-odlikovanja-dan-srpskog-jedinstva-slobode-i-nacionalne-zastave,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-15,PARANDILOVIĆ NE IZLAZI NA IZBORE! Potpuni raspad u redovima opozicije: Pokušaće da ubedi i Aleksića i Ćutu da se i oni povuku?!,https://www.kurir.rs/vesti/politika/10104975/parandilovic-odustaje-od-izbora-raspad-opozicije,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-15,ODLOŽENO ROČIŠTE U POSTUPKU PROTIV SRBA OPTUŽENIH ZA RATNI ZLOČIN: Odbrana nije dobila spise predmeta,https://www.kurir.rs/vesti/politika/10104938/odlozeno-rociste-u-postupku-protiv-srba-optuzenih-za-ratni-zlocin,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-15,VUČIĆ RAZGOVARAO SA EMANUELOM ŽIOFREOM: Predsednik otkrio detalje važnog susreta (FOTO),https://www.kurir.rs/vesti/politika/10104929/detalji-sastanka-vucica-sa-emanuelom-ziofreom,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-15,"VELIČANSTVENI PRIZORI IZ NOVOG SADA! Da se naježiš! Ovako omladina slavi Dan srpskog jedinstva, slobode i nacionalne zastave (VIDEO)",https://www.kurir.rs/vesti/politika/10104918/proslava-dana-srpskog-jedinstva-u-novom-sadu,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-15,"JOŠ JEDAN ""USPEH"" BLOKADERA! Univerzitet u Beogradu ponovo pao na Šangajskoj listi: Sunovrat I U NAUČNIM POLJIMA!",https://www.kurir.rs/vesti/politika/10104885/univerzitet-u-beogradu-ponovo-pada-na-sangajskoj-listi,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-15,"""MNOGO JE PRIMERA POPUT KOSOVA I METOHIJE"": Sergej Lavrov: Zapad voli selektivno da tumači Povelju UN",https://www.kurir.rs/vesti/politika/10104863/sergej-lavrov-mnogi-primeri-poput-kosova-i-metohije,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-15,VELIKA VEST ZA SRBIJU! DOBILI SMO FINALE LIGE EVROPE 2029. U FUDBALU! Vučiću se na licu vide i ponos i sreća: Igraće se na Nacionalnom stadionu u Surčinu! VIDEO,https://www.kurir.rs/vesti/politika/10104883/vucic-beograd-domacin-finala-lige-evrope-2029,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-15,"""SRBIJU NIJE MOGUĆE POKORITI SILOM"" Marija Zaharova: Srpski narod pokazao je ogromno herojstvo, posle svih iskušenja postao je jači",https://www.kurir.rs/vesti/politika/10104798/zaharova-srbija-nije-pokorena-silom,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-15,VLADAN PETROV: Zajednička sednica ustavnih sudova Srbije i Republike Srpske je istorijski događaj,https://www.kurir.rs/vesti/politika/10104773/istorijska-zajednicka-sednica-ustavnih-sudova-srbije-i-rs,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
